UID,Work Order Num,Timestamp,Type,Department,System,Equipment,Sub-Component,Brief Description of Problem or Work,Detailed Description,Date and Time Occurred,Pictures,Upload File,Severity,Maintenance Section,Reported by,Initial Inspection,Parts Needed,Manpower Requirement,Special Tools,Schedule,Methodology,Inspection Status,Maintenance Inspection Completed,Maintenance Superintendent Approval,Maintenance Superintendent Remarks,Maintenance Superintendent Approval Completed,Parts Needed Checking,Manpower Requirement Checking,Special Tools Checking,Schedule Checking,Planning Remarks,Planning Finished,Required Safety Permits,Remarks,Required PPEs,Safety Permit Identification Completed,Manpower,Upload PTW,Maintenance PTW Completed,Required Safety Permits Checking,Remarks Checking,Required PPEs Checking,Manpower Checking,LOTO Checking,Safety Inspection Completed,Actual Work Done,Actual Parts Used,Photos,Maintenance Remarks,Parameters Remarks,Date and Time Finished,QA QC,QA QC Remarks,File Upload,RCA Upload,QA/QC Finished,Equipment Status,WO Close Out,Operation Closed Out Completed,Current Status,Breakdown Count,Work Request Status,Formula 1,Formula 2,Planning Only,*Planning Remarks,WR Status,Days Delayed,Images
5fbb90c3,DPTPP-WR-2024-011,10/9/2024 13:01:57,CMS,Operations,EDG,Emergency Diesel Engine,Diesel supply valve,Fuel passing,Fuel passing through the supply valve to the EDG diesel tank causing to over flow,10/9/2024 0:00:00,Work Order Request_Images/5fbb90c3.Pictures.051143.jpg,,Sustainable,Mechanical,Ken Nathaniel M. Cervancia / F. Bona,For close-out,None,,None,Non-Shutdown,Work Order Request_Images/5fbb90c3.Methodology.074248.jpg,Pulled-out hose connection for confirmation. Valve was not passing.,10/9/2024 15:42:25,TRUE,,10/10/2024 7:50:35,TRUE,TRUE,TRUE,TRUE,For final verification of QA/AC as of 10.10.2024.,10/10/2024 10:57:24,,,,,"Mech. Sup'v._A. Borlagdatan , Mechanic_R. Parcon",,,,,,,,,,,,,,10/9/2024 15:42:00,,Already inspect no sign of passing.,,,10/16/2024 8:08:25,Operational,Closed,10/18/2024 15:20:05,0,0,Closed,Closed,Safety,,Done,Done,Repaired in 9 days,https://drive.google.com/file/d/1lbnr9aaO_x6xf9WYWRQLoxPFRV-XLiHx/view
f247659c,DPTPP-WR-2024-012,10/9/2024 13:14:06,CMS,Operations,Biomass Handling System,Belt Conveyor 2C,Biomass Chute after conveyor 2C,Detached welding on chute,Detached welding on chute that cause repeated clogging of Biomass,10/9/2024 0:00:00,Work Order Request_Images/f247659c.Pictures.052637.jpg,Work Order Request_Files_/f247659c.Upload File.152444.pdf,Sustainable,Mechanical,Arjay G. Aban,Inspected,None,,Welding machine,Non-Shutdown,Work Order Request_Images/f247659c.Methodology.060956.jpg,Rewelded detached chute plate then reinforced with plate bracket.,10/9/2024 11:20:00,TRUE,,10/10/2024 7:50:19,TRUE,TRUE,TRUE,TRUE,Good for Sceheduling 10.10.2024,10/10/2024 11:00:06,"Permit to Work , Hot Works","Buddy System, Isolation of the workplace from the manpower,  coordination with the operations team is required.","Working Clothes, Safety Glass, Gloves, hardhat, Safety Shoes, Fire Blanket/Resistant for welding works",10/11/2024 13:50:11,"Mechanic_J.Mumar , Mechanic_R. Parcon , Welder_J. Zonio",Work Order Request_Images/f247659c.Upload PTW.070038.jpg,10/16/2024 14:59:49,TRUE,TRUE,TRUE,TRUE,FALSE,10/21/2024 13:15:21,Rewelded detached chute plate then reinforced with plate bracket.,None,Work Order Request_Images/f247659c.Photos.070038.jpg,Repaired,None,10/16/2024 15:00:00,,"Implementing these corrective maintenance steps ensures the chute remains safe, functional, and reliable, while also helping to extend its service life.",,,10/22/2024 9:41:01,Operational,Closed,10/24/2024 2:03:52,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 15 days,https://drive.google.com/file/d/1TttGiwigIxQVwvY9YkAniQ6riitl_Zup/view
1f215111,DPTPP-WR-2024-013,10/10/2024 8:41:07,CMS,Operations,Water Treatment System,Secondary Safety Filter A,Secondary safety filter water inlet,Water inlet leaks,Inlet water Housing cracked,10/10/2024 0:58:00,Work Order Request_Images/1f215111.Pictures.005350.jpg,,Sustainable,Mechanical,Walford John P. Paciones/ Glenn De B. De Guzman,Inspected,Epxylon,,none,Equipment Shutdown,Work Order Request_Files_/1f215111.Methodology.055449.xlsx,"Inspected and repaired temporarily. Leak still exist, subject for replacement of housing.",10/11/2024 13:53:52,TRUE,"Please specify materials for permanent repair, we will make it available while waiting for opportunity shutdown",10/11/2024 15:12:00,,,,,,,,,,,"Mechanic_R. Parcon , Mechanic_J.Mumar , Welder_J. Zonio",,,,,,,,,,,,,,,,,,,,,,,0,0,Planning,Operations,Planning,Closed,Done,Done,Pending for 319 days,https://drive.google.com/file/d/1ma3DtCGGvjFWEFiy9YaoQfGjkVC2uoKz/view
b36b7e0e,DPTPP-WR-2024-014,10/10/2024 9:26:27,CMS,Operations,Miscellaneous,,DUMP TRUCK TIRE,FLAT DUMP TRUCK TIRE,COLLECTING OF DISCHARGED ASHES,10/9/2024 8:30:00,Work Order Request_Images/b36b7e0e.Pictures.013244.jpg,Work Order Request_Files_/b36b7e0e.Upload File.152525.pdf,Sustainable,Mechanical,RANDY DIAZ/ALGERENE ABREA,Inspected,Spare tire,,Pneumatic impact wrench,Equipment Shutdown,Work Order Request_Images/b36b7e0e.Methodology.021320.jpg,Replaced flat tire. Unit is operational,10/10/2024 10:10:55,TRUE,,10/10/2024 11:44:51,TRUE,TRUE,TRUE,TRUE,Good for Scheduling 10.10.2024,10/10/2024 14:05:41,Permit to Work,"Only use appropriate heavy-duty jacks, stands, or hoists rated for the weight of the dump truck. Never rely on the jack alone; always use jack stands for added safety.","Working Clothes, Gloves, Hardhat, safety shoes",10/11/2024 13:58:13,"Mechanic_C. Ilagan , Electrician_A. Fabrigas",Work Order Request_Images/b36b7e0e.Upload PTW.070408.jpg,10/16/2024 15:01:32,FALSE,FALSE,FALSE,FALSE,FALSE,10/21/2024 13:50:58,"Replaced flat tire, re greased all links and joints and check all fluid levels.",Spare tire,Work Order Request_Images/b36b7e0e.Photos.070408.jpg,Unit is now operational,Visually inspect tire condition daily,10/16/2024 15:02:56,,Recording findings and taking photos of any suspected issues can be helpful for documentation and further evaluation by a welding inspection.,,,10/22/2024 9:43:18,Operational,Closed,10/24/2024 2:03:04,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/1IJWj7wAXYgld9-X6Y6BQ0SiWT5v3wRRi/view
8a2ffaf4,DPTPP-WR-2024-015,10/10/2024 13:04:18,CMS,Operations,Chemical Dosing System,,Chemical Tank,Cleaning of flocculant chemical tank,Accumulation of Algae,10/10/2024 13:05:00,Work Order Request_Images/8a2ffaf4.Pictures.051533.jpg,Work Order Request_Files_/8a2ffaf4.Upload File.155819.pdf,Sustainable,Mechanical,Glenn B. De Guzman,Done cleaning,None,,Pressure washer,Equipment Shutdown,Work Order Request_Images/8a2ffaf4.Methodology.112341.jpg,Done cleaning,10/13/2024 19:23:38,TRUE,,10/16/2024 11:47:12,TRUE,TRUE,TRUE,TRUE,Good for scheduling 10/18/2024,10/16/2024 16:40:49,"Permit to Work , Confined Space",Needed proper methodology instead of attached picture,"hard hat, safety shoes, cover all/ jacket and pants, face mask, eye goggles",10/21/2024 13:48:49,"Mechanic_C. Ilagan , Electrician_V. VIllatura , I&C Tech._A. Silang",Work Order Request_Images/8a2ffaf4.Upload PTW.004231.jpg,10/22/2024 8:39:51,TRUE,TRUE,TRUE,TRUE,TRUE,10/23/2024 8:36:46,Cleaned internal surface using pressure washer then drained water,None,Work Order Request_Images/8a2ffaf4.Photos.004231.jpg,Done cleaning,Schedule PMS interval for tank cleaning,10/22/2024 8:40:40,,"The internal surfaces of the chemical tank have been thoroughly cleaned and inspected, meeting all quality assurance and quality control standards.",,,10/23/2024 14:11:59,Operational,Closed,10/24/2024 1:58:01,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/1Z6xfWFc3JYlqze8YF0nMLDx8Jtvrufzx/view
cde91964,DPTPP-WR-2024-016,10/10/2024 16:25:51,CMS,Operations,Water Treatment System,Clarifier,Drain pipe,Clogged drain pipe,Drain pipe clogged,10/9/2024 12:00:00,Work Order Request_Images/cde91964.Pictures.075822.jpg,,Sustainable,Mechanical,Rowie Mark Tipsay/ Glenn B.De Guzman,Inspected,None,1,None,Non-Shutdown,Work Order Request_Files_/cde91964.Methodology.001844.doc,Completed,10/11/2024 14:28:00,TRUE,,10/16/2024 11:48:02,TRUE,TRUE,TRUE,TRUE,For Schedule of dismantling 10/19/2024,10/18/2024 10:11:39,Permit to Work,"Please complete the details: material flowing in the pipe, additional picture of an area","Safety shoes, hard hat, Cover all/ jacket and pants, Eye goggles",10/21/2024 13:18:23,I&C. Sup'v._J. Biona,Work Order Request_Images/cde91964.Upload PTW.020945.jpg,10/29/2024 10:06:58,TRUE,TRUE,TRUE,TRUE,TRUE,11/20/2024 13:33:50,"Dismantled manual valve. Found plastic bottle clogged in the drain pipe. Remove obstraction, cleaned drain pipe then reinstalled valves.",None,Work Order Request_Images/cde91964.Photos.020945.jpg,Done declogging,None,10/29/2024 10:08:40,,"The clarifier drain pipe has been inspected and Verified for proper alignment, secured connections and flow to ensure efficient operation and compliance with quality standards.",Work Order Request_Files_/cde91964.File Upload.235922.xlsx - DPC-TSD-IWR-030.pdf,,11/22/2024 7:50:11,Operational,Closed,11/25/2024 18:25:07,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 46 days,https://drive.google.com/file/d/1CYvkmfTrml1afh07ootWZce1travkHz5/view
62d7a584,DPTPP-WR-2024-017,10/10/2024 19:02:31,CMS,Operations,Medium Voltage System (including protection),,CWP C ZKK,ZKK AUTOTRIP,CWP C ZKK auto-trip even at standby mode with indication of isd,10/10/2024 17:14:00,Work Order Request_Images/62d7a584.Pictures.111846.jpg,,Sustainable,Electrical,J. Gangano/A. Abrea,For close-out,NONE,,"Insulation resistance tester, Ammeter, Multitester",Equipment Shutdown,Work Order Request_Files_/62d7a584.Methodology.091556.docx,For further inspection,10/11/2024 17:03:42,TRUE,,10/17/2024 18:20:13,TRUE,TRUE,TRUE,TRUE,"For Schedule October 18, 2024",10/18/2024 13:29:29,"Permit to Work , High Voltage , Lock Out Tag Out","Proper Housekeeping, make sure the equipment is turned off before the inspection","hard hat, safety shoes, cover all/ jacket and pants, face mask, eye goggles",10/21/2024 13:45:44,"Electrician_A. Fabrigas , Electrician_V. VIllatura",,,,,,,,,,,,,,,,"Inspect for moisture or water damage, loose bolts and damaged wire, high temperature or burn marks.",Work Order Request_Files_/62d7a584.File Upload.095622.pdf,,10/23/2024 17:53:53,Operational,Closed,10/24/2024 1:54:24,0,0,Closed,Closed,Maintenance,,Done,Done,Repaired in 14 days,https://drive.google.com/file/d/129fTFX3w4AGhC-twzMld7g_thOQ-0oIo/view
785a19fa,DPTPP-WR-2024-018,10/12/2024 8:41:33,PMS,Maintenance,Compressed Air System,Screw Air Compressor B,AIR FILTER,DIRT ACCUMULATION,CLEAN OR REPLACE,10/12/2024 8:00:00,Work Order Request_Images/785a19fa.Pictures.004913.jpg,,Sustainable,Mechanical,JOMAR TABAQUE,For close-out,None,,None,Non-Shutdown,Work Order Request_Files_/785a19fa.Methodology.022536.pdf,Subject for cleaning,10/22/2024 10:19:25,TRUE,,10/17/2024 18:19:10,TRUE,TRUE,TRUE,TRUE,For schedule 10/18/2024,10/17/2024 20:34:01,,,,,Mechanic_R. Botavara,,,,,,,,,,,,,,,,"Implement a regular maintenance schedule to check filters for dirt accumulation, These remarks can help in ensuring effective air filter management and maintaining optimal equipment performance.",,,10/22/2024 12:58:56,Operational,Closed,10/24/2024 2:02:00,0,0,Closed,Closed,Safety,,Done,Done,Repaired in 12 days,https://drive.google.com/file/d/1ukd0rTWSyTQZqHTe7ORnQqzlsm9zVKE0/view
d9f98120,DPTPP-WR-2024-019,10/12/2024 18:24:50,CMS,Operations,Miscellaneous,,CWP B,CWP B shaft self sealing water leak,CWP B SHAFT SEAL PACKING HAVE WATER LEAK,10/12/2024 0:00:00,Work Order Request_Images/d9f98120.Pictures.103550.jpg,,Sustainable,Mechanical,JIRWIN GANGANO/ALGERENE ABREA,Inspected,None,,None,Non-Shutdown,Work Order Request_Images/d9f98120.Methodology.112516.jpg,Tightened seal packing,10/13/2024 19:25:14,TRUE,,10/17/2024 18:20:33,TRUE,TRUE,TRUE,TRUE,"For the schedule on 10/18/24, this recurring problem should be referred to TSD for a Root Cause Analysis (RCA)",10/17/2024 20:32:42,Permit to Work,"Please provide the work area, ensure the safety guarding is returned during operation, do proper housekeeping after work","hard hat, safety shoes, cover all/ jacket and pants, face mask, eye goggles",10/21/2024 13:40:54,Mechanic_C. Ilagan,Work Order Request_Images/d9f98120.Upload PTW.011916.jpg,10/22/2024 9:16:27,TRUE,TRUE,TRUE,TRUE,TRUE,10/23/2024 8:37:43,Retightened packing seal nuts until the drip water lessen,None,Work Order Request_Images/d9f98120.Photos.011916.jpg,Adjusted,Turnedover to TSD due to recurring excessive water drip problem,10/22/2024 9:17:16,,"Already Dissmantling the CWP B shaft exhibits a self-sealing water leak, requiring immediate investigation and remediation to prevent operational disruptions.",,,10/23/2024 14:22:21,Operational,Closed,11/25/2024 18:28:52,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 44 days,https://drive.google.com/file/d/1XLa2VRL8Qc-g7E5oSN3mjvtf3Ipj5S3n/view
9de685d1,DPTPP-WR-2024-020,10/13/2024 1:51:09,CMS,Operations,Biomass Handling System,Biomass Shredder,Shredder blades,Unable to cut Biomasss into desired size,Check or inspect shredder blades clearance and sharpness,10/12/2024 22:02:00,Work Order Request_Images/9de685d1.Pictures.181051.jpg,,Sustainable,Mechanical,Jay-ar Bacosa,Inspected,Refer to TSD,,None,Equipment Shutdown,Work Order Request_Files_/9de685d1.Methodology.065701.xlsx,Inspected,10/15/2024 14:57:05,TRUE,,10/17/2024 18:20:52,TRUE,TRUE,TRUE,TRUE,For schedule Awaiting TSD recommendation,10/17/2024 20:35:53,Permit to Work,Please ensure that the safety guarding is returned before the operation of the shredder.,"hard hat, safety shoes, cover all/ jacket and pants, face mask, eye goggles",10/21/2024 13:35:20,Mechanic_J.Mumar,Work Order Request_Images/9de685d1.Upload PTW.085205.jpg,10/25/2024 16:45:36,TRUE,TRUE,TRUE,TRUE,TRUE,11/20/2024 13:35:21,"Checked blade sharpness and clearance, no found abnormalities. Turnover to TSD for further inspection and recommendation.",None,Work Order Request_Images/9de685d1.Photos.085205.jpg,Done inspection.,Conduct regular cleaning of blades and fixed knifes,10/25/2024 16:47:25,,"for a Biomasss shredder should include ensuring proper calibration of settings, verifying the integrity of cutting blades, checking for uniform material feed, and confirming that safety features and operational standards are consistently met.",Work Order Request_Files_/9de685d1.File Upload.002223.xlsx - DPC-TSD-IWR-031.pdf,,11/22/2024 8:12:30,Operational,Closed,11/25/2024 18:24:38,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 43 days,https://drive.google.com/file/d/1YMGN9RlKZSZzzzoOrnKpXhLss_IIXZDs/view
02c63832,DPTPP-WR-2024-021,10/13/2024 6:54:20,CMS,Operations,Coal Handling System,Coal Screen B,Screen A & B,Bend and Detached welding,Reweld and align,10/13/2024 0:00:00,Work Order Request_Images/02c63832.Pictures.231404.jpg,Work Order Request_Images/02c63832.Upload File.231404.jpg,Sustainable,Mechanical,Casimero Favila,Inspected,Angle bar,,Welding machine,Equipment Shutdown,Work Order Request_Files_/02c63832.Methodology.082405.xlsx,For repair,10/16/2024 16:24:08,TRUE,,10/17/2024 18:21:20,TRUE,TRUE,TRUE,TRUE,For schedule 10/18/2024,10/17/2024 20:31:47,"Permit to Work , Hot Works , Confined Space",Please complete the data: additional photo of the area and discription of the area,"hard hat, safety shoes, cover all/ jacket and pants, face mask, eye goggles, welding suit",10/21/2024 13:28:25,"Mechanic_F.Esmenda , Helper_S. Bundac , Welder_R. Sotito",Work Order Request_Images/02c63832.Upload PTW.002420.jpg,10/22/2024 8:12:54,TRUE,TRUE,TRUE,TRUE,TRUE,10/23/2024 8:38:37,Re weld detached grills and reinforced with angle bar,Angle bar,Work Order Request_Images/02c63832.Photos.002420.jpg,Repaired,Monitor grille condition,10/22/2024 8:13:42,,"Conduct regular visual inspection of all specified subcomponents to maintain system efficiency, prevent, monitoring and corrective maintenance help keep the slag removal system running efficiently and minimize downtime.",,,10/23/2024 19:49:44,Operational,Closed,10/24/2024 1:50:14,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 11 days,https://drive.google.com/file/d/1fYFE7A2nMr4gJPi2wSNJJ5gyBJmglwTA/view
36ea18eb,DPTPP-WR-2024-022,10/14/2024 16:01:38,CMS,Operations,Electro-Chlorination Water System,Sodium Hypochlorite Generator A,Flow meter A,Unstable flow meter reading,Flow meter unstable reading,10/14/2024 15:11:00,Work Order Request_Images/36ea18eb.Pictures.093537.jpg,,Sustainable,I&C,Walford John Paciones/ Glenn B. De Guzman,Inspected,N,,N,Non-Shutdown,Work Order Request_Files_/36ea18eb.Methodology.010501.docx,Completed,10/15/2024 9:08:34,TRUE,,10/17/2024 18:21:35,TRUE,TRUE,TRUE,TRUE,For schedule,10/21/2024 16:42:12,Permit to Work,Ensure proper safety protocols are followed. Perform housekeeping after the work is done.,"hard hat, jacket, safety shoes",10/23/2024 8:41:32,I&C. Sup'v._J. Biona,Work Order Request_Files_/36ea18eb.Upload PTW.024739.docx,10/23/2024 10:46:04,TRUE,TRUE,TRUE,TRUE,FALSE,10/23/2024 12:56:03,None,N,Work Order Request_Images/36ea18eb.Photos.024739.jpg,Lack substantial evidence for equipmentor system failure,All normal,10/23/2024 10:46:30,,Regular monitoring of the flow and pressure of the gauges before running/stopping the system to ensure their smooth and reliable operation.,Work Order Request_Files_/36ea18eb.File Upload.120331.pdf,,10/23/2024 20:02:19,Operational,Closed,10/24/2024 1:32:49,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 10 days,https://drive.google.com/file/d/1SwLBXJK7NAMwyFP085X4TFlFksdrGLLf/view
8dba2a4c,DPTPP-WR-2024-023,10/15/2024 2:07:08,CMS,Operations,Ash and Dust Handling system,,FLEXIBLE/CONNECTING HOSE,AIR LEAK AT ASH BIN#1,"AIR LEAK AT PRESSURE VALVE CONNECTING HOSE, THAT CAUSES AIR TIMEOUT FAULT, NO BUILD UP OF AIR PRESSURE.",10/15/2024 1:58:00,Work Order Request_Images/8dba2a4c.Pictures.182413.jpg,,Sustainable,I&C,JOHN PAUL AQUE/FERDINAND BONA,For close-out,"1. 3/4"" GI Elbow  2. 16mm Pneumatic hose  3. Sealing tape",,N,Equipment Shutdown,Work Order Request_Files_/8dba2a4c.Methodology.024959.doc,Completed,10/17/2024 10:53:36,TRUE,,10/17/2024 18:21:48,TRUE,TRUE,TRUE,TRUE,For schedule 10/23/2024,10/22/2024 22:11:06,,,,,I&C Tech._A. Silang,,,,,,,,,,,,,,,,Regular visual inspection all the pressure valve and pneumatic hose to maintain system efficiency and avoid equipment malfunction.,Work Order Request_Files_/8dba2a4c.File Upload.083958.pdf,,10/23/2024 16:39:43,Operational,Closed,10/24/2024 1:57:08,0,0,Closed,Closed,Safety,,Done,Done,Repaired in 9 days,https://drive.google.com/file/d/1htq6GFN0F14q6Y9aNUMS3-cW7e-9YUR5/view
3bc5eb13,DPTPP-WR-2024-024,10/15/2024 6:23:17,CMS,Operations,Water Treatment System,Raw Water Pump A,Analog outlet pressure gauge of raw water pump,Stock up,"After stopping the R.O. top up procedure during normal operation, it was found that there was still reading at the raw water pump A outlet pressure gauge. Perhaps a broken pressure gauge is the root of the issue.",10/14/2024 23:38:00,Work Order Request_Images/3bc5eb13.Pictures.223651.jpg,,Sustainable,I&C,Eliezer Rodriguez / Ferdinand Bona,Inspected,N,,N,Non-Shutdown,Work Order Request_Files_/3bc5eb13.Methodology.033559.doc,Inspected,10/16/2024 11:39:21,TRUE,,10/17/2024 18:24:06,TRUE,TRUE,TRUE,TRUE,FOR SCHEDULE,10/21/2024 16:36:06,Permit to Work,Ensure proper safety protocols are followed. Perform housekeeping after the work is done.,"hard hat, safety shoes, jacket",10/23/2024 8:44:24,I&C Tech._A. Silang,Work Order Request_Images/3bc5eb13.Upload PTW.053021.jpg,10/23/2024 13:22:09,TRUE,TRUE,TRUE,TRUE,TRUE,10/23/2024 16:01:14,Depressurize pipe and flush the gauge,N,Work Order Request_Images/3bc5eb13.Photos.053021.jpg,Pressure reading normalized,Normal parameters,10/23/2024 13:24:34,,Regular inspection and prevent overpressure to reduce the chances of inaccurate readings and extend the life of your pressure gauges.,Work Order Request_Files_/3bc5eb13.File Upload.112504.pdf,,10/23/2024 19:24:18,Operational,Closed,10/24/2024 1:52:51,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 9 days,https://drive.google.com/file/d/1DcfHKcYV9h4byeNDXZn4w3dr9PflT_f1/view
ed7661a9,DPTPP-WR-2024-025,10/15/2024 7:32:21,CMS,Operations,Miscellaneous,,Clutch lining,Dumptruck 78 unable to shift gear,"Dumptruck 77 and 78 were both used by outsource during coal hauling, when we were borrowing the dumptruck for bottom ash discharging, only then we were told that both dumptrucks were not operational.",10/15/2024 2:00:00,Work Order Request_Images/ed7661a9.Pictures.235352.jpg,,Breakdown,Mechanical,Clark Mark Lascano / Ferdinand A. Bona,For repair,Flywheel Bolts,,"Jack stand, Torque wrench, Chain block",Equipment Shutdown,Work Order Request_Files_/ed7661a9.Methodology.073630.xlsx,"Done inspection, on-going repair",10/15/2024 15:36:33,TRUE,,10/17/2024 18:24:42,TRUE,TRUE,TRUE,TRUE,For schedule 10/18/2024,10/17/2024 20:36:40,Permit to Work,buddy system,"hard hat, safety shoes, cover all/ jacket and pants, face mask, eye goggles",10/21/2024 13:24:37,"Mechanic_C. Ilagan , Mechanic_R. Botavara , Helper_S. Bundac",Work Order Request_Images/ed7661a9.Upload PTW.022656.jpg,10/23/2024 10:17:54,TRUE,TRUE,TRUE,TRUE,FALSE,10/23/2024 12:57:11,Pull-out clutch master. Modified clutch master rod. Test ran dump truck.,None,Work Order Request_Images/ed7661a9.Photos.022656.jpg,Repaired.,Do not stay your feet on the clutch pedal,10/23/2024 10:23:44,,Monitoring and corrective maintenance help keep the slag removal system running efficiently and minimize Downtime.,,,10/23/2024 19:50:47,Operational,Closed,10/24/2024 1:49:01,0,1,Closed,Closed,Closed,,Done,Done,Repaired in 9 days,https://drive.google.com/file/d/1x8Obyj1K4K4iRKlZeamMtzO7AOM5gCZy/view
8f6b87a5,DPTPP-WR-2024-026,10/15/2024 7:44:10,CMS,Operations,Miscellaneous,,Radiator and radiator fan,Dumptruck 77 damaged radiator and radiator fan,"Dumptruck 77 and 78 were both used by outsource during coal hauling, when we were borrowing the dumptruck for bottom ash discharging, only then we were told that both dumptrucks were not operational.",10/15/2024 4:00:00,Work Order Request_Images/8f6b87a5.Pictures.235452.jpg,,Breakdown,Mechanical,Clark Mark Lascano / Ferdinand A. Bona,For repair,Radiator and Radiator Fan,,None,Equipment Shutdown,Work Order Request_Files_/8f6b87a5.Methodology.072907.xlsx,"Inspected, on-going repair.",10/15/2024 15:19:08,TRUE,,10/17/2024 18:25:01,TRUE,TRUE,TRUE,TRUE,For schedule 10/18/2024,10/17/2024 20:37:06,Permit to Work,buddy system,"Safety shoes, hard hat, cover all/ jcket and pants, face mask, eye goggles",10/21/2024 13:21:56,"Mechanic_C. Ilagan , Mechanic_R. Botavara , Helper_S. Bundac",Work Order Request_Images/8f6b87a5.Upload PTW.054302.jpg,10/24/2024 13:33:36,TRUE,TRUE,TRUE,TRUE,FALSE,10/24/2024 16:09:12,"Pulled-out radiator, intercooler and radiator fan. Soldered radiator coolant leak and intercooler air leak. Transferred rad fan of MDT-75 to MDT-77. Re installed fan, radiator and intercooler. Test ran the Unit.",Radiator fan of MDT-75,Work Order Request_Images/8f6b87a5.Photos.054301.jpg,Repaired.,Always check your unit before use.,10/24/2024 13:36:10,,"Remarks for the dump truck indicate that routine inspections and maintenance are essential to ensure reliable operation, minimize downtime, and extend the vehicle's lifespan.",Work Order Request_Files_/8f6b87a5.File Upload.025323.xlsx - DPC-TSD-IWR-026.pdf,,11/19/2024 10:44:03,Operational,Closed,11/19/2024 21:56:49,0,1,Closed,Closed,Closed,,Done,Done,Repaired in 35 days,https://drive.google.com/file/d/1lQhhQOQftActDgVRqiszbqYJh_6typrx/view
2ef246b5,DPTPP-WR-2024-027,10/15/2024 11:34:44,Modification,Technical Services,Coal Handling System,Coal Crusher A,Coal Crusher A&B Control Panels,Relocation of Coal Crusher Control Panels to Coal Crusher Room,"To prevent coal dust from entering the Coal Crusher Panels to avoid recurrent damage to the soft starter and to maintain a cool operating environment, preventing overheating of electronic components.",10/15/2024 0:00:00,Work Order Request_Images/2ef246b5.Pictures.034125.png,Work Order Request_Files_/2ef246b5.Upload File.034125.pdf,Sustainable,Electrical,Lowell D. Lopot,Inspected,"1. 2pcs Additional control panel with Emergency stop button, Digital voltmeter, Digital current meter with CT, 6pcs LED lamp Red, Green, Yellow, 400A MCCB, 2. 15meters Power cable XLPE insulated 3x95+1x50mm2   3. 15meters Control cable solid 14x1.5mm2",,1. Insulation resistance tester 2. Crimping tool 3. Multimeter 4. Clamp meter 5. Welding machine 6. Pallet truck,Non-Shutdown,Work Order Request_Files_/2ef246b5.Methodology.065408.docx,"Done inspection, Waiting for materials",10/15/2024 14:55:05,TRUE,,10/17/2024 18:25:44,TRUE,TRUE,TRUE,TRUE,"Ongoing Modification and relocation of Coal crusher Control Panel, While waiting of other materials.",11/28/2024 10:21:50,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose generated wastes.,"hard hat, safety shoes, face mask, jacket/pants/coverall",12/3/2024 9:02:00,"Electrician_R. Celino , Electrician_E. Catbagan , Electrician_A. Fabrigas , Electrician_V. VIllatura , Electrician_D. Aiso , I&C Tech._A. Silang , I&C Tech._J. Juanerio , Elect. Sup'v._K. Palay , Helper_S. Bundac , Welder_J. Zonio , Welder_R. Sotito",Work Order Request_Files_/2ef246b5.Upload PTW.063615.pdf,3/25/2025 14:27:14,TRUE,TRUE,TRUE,TRUE,TRUE,3/25/2025 15:07:17,Relocation of Panel from 2nd floor to Coal handling distribution room,"Power cables, CT, Voltmeter, Ammeter, Breakers, Emergency Stop, Indicator lamps",Work Order Request_Images/2ef246b5.Photos.063615.jpg,Done modification,Operational,3/25/2025 14:27:59,,"Regularly inspect and clean the control cabinet, and maintain adequate ventilation to prevent overheating of the electrical components.",Work Order Request_Files_/2ef246b5.File Upload.002027.pdf,,3/28/2025 8:18:20,Operational,Closed,3/30/2025 13:06:11,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 166 days,https://drive.google.com/file/d/1ZNqUupv65awWdqHDC0B9obLfcb-340xn/view
